urn,path,genre,structural_type,div_subtypes,milestone_units,issues
tlg2042.tlg011.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg011/tlg2042.tlg011.opp-grc1.xml,prose-philosophy,mixed,fragment,altnumbering,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2042.tlg012.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg012/tlg2042.tlg012.opp-grc1.xml,prose-philosophy,div-based,fragment,,
tlg2042.tlg013.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg013/tlg2042.tlg013.opp-grc1.xml,prose-philosophy,mixed,section,altnumbering|mspage,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2042.tlg014.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg014/tlg2042.tlg014.opp-grc1.xml,prose-philosophy,mixed,fragment,altnumbering,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2042.tlg015.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg015/tlg2042.tlg015.opp-grc1.xml,prose-philosophy,div-based,fragment,,
tlg2042.tlg016.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg016/tlg2042.tlg016.opp-grc1.xml,prose-oratory,mixed,homilia,altpage,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2042.tlg017.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg017/tlg2042.tlg017.opp-grc1.xml,prose-philosophy,div-based,book|fragment|chapter|section,,
tlg2042.tlg019.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg019/tlg2042.tlg019.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter|section,,
tlg2042.tlg021.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg021/tlg2042.tlg021.opp-grc1.xml,prose-oratory,mixed,homilia|section,altnumbering|mspage,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2042.tlg028.1st1K-lat1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg028/tlg2042.tlg028.1st1K-lat1.xml,prose-philosophy,mixed,chapter,altnumbering,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2042.tlg029.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg029/tlg2042.tlg029.opp-grc1.xml,prose-philosophy,mixed,book|chapter,altnumbering,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2042.tlg030.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg030/tlg2042.tlg030.opp-grc1.xml,prose-philosophy,mixed,book|chapter,altnumbering,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2042.tlg030.opp-lat1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg030/tlg2042.tlg030.opp-lat1.xml,prose-philosophy,mixed,book|chapter,altnumbering|altref,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2042.tlg044.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg044/tlg2042.tlg044.1st1K-grc1.xml,prose-philosophy,div-based,psalm|verse,,1 <div type='textpart'> element(s) lack @n (subtypes: verse); citation by position unreliable.
tlg2042.tlg045.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg045/tlg2042.tlg045.1st1K-grc1.xml,prose-epistolary,div-based,epistle|paragraph,,
tlg2042.tlg048.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg048/tlg2042.tlg048.1st1K-grc1.xml,prose-philosophy,div-based,chapter|paragraph,,
tlg2042.tlg050.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg050/tlg2042.tlg050.1st1K-grc1.xml,prose-philosophy,div-based,paragraph,,
tlg2042.tlg051.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg051/tlg2042.tlg051.1st1K-grc1.xml,prose-philosophy,div-based,paragraph,,
tlg2042.tlg052.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg052/tlg2042.tlg052.1st1K-grc1.xml,prose-philosophy,div-based,paragraph,,
tlg2042.tlg053.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg053/tlg2042.tlg053.1st1K-grc1.xml,prose-philosophy,div-based,paragraph,,
tlg2042.tlg054.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg054/tlg2042.tlg054.1st1K-grc1.xml,prose-philosophy,div-based,paragraph,,
tlg2042.tlg055.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg055/tlg2042.tlg055.1st1K-grc1.xml,prose-philosophy,div-based,paragraph,,
tlg2042.tlg057.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg057/tlg2042.tlg057.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg2042.tlg058.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg058/tlg2042.tlg058.1st1K-grc1.xml,prose-philosophy,div-based,chapter|paragraph,,
tlg2042.tlg061.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg061/tlg2042.tlg061.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg2042.tlg066.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg066/tlg2042.tlg066.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section|verse,,
tlg2042.tlg067.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg067/tlg2042.tlg067.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section|verse,,
tlg2042.tlg068.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg068/tlg2042.tlg068.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg2042.tlg069.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg069/tlg2042.tlg069.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg2042.tlg070.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg070/tlg2042.tlg070.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg2042.tlg071.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg071/tlg2042.tlg071.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg2042.tlg072.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg072/tlg2042.tlg072.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg2042.tlg073.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg073/tlg2042.tlg073.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg2042.tlg074.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg074/tlg2042.tlg074.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg2042.tlg075.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg075/tlg2042.tlg075.1st1K-grc1.xml,prose-philosophy,div-based,chapter|paragraph,,
tlg2042.tlg076.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg076/tlg2042.tlg076.1st1K-grc1.xml,prose-philosophy,div-based,chapter|paragraph,,
tlg2042.tlg077.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg077/tlg2042.tlg077.1st1K-grc1.xml,prose-philosophy,div-based,chapter|verse,,
tlg2042.tlg078.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg078/tlg2042.tlg078.1st1K-grc1.xml,prose-philosophy,div-based,part|chapter|verse,,
tlg2042.tlg079.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg079/tlg2042.tlg079.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter|section,,
tlg2042.tlg084.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg084/tlg2042.tlg084.opp-grc1.xml,prose-philosophy,mixed,fragment|section,altnumbering,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2042.tlg086.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2042/tlg086/tlg2042.tlg086.1st1K-grc1.xml,prose-philosophy,div-based,chapter|lines,,
tlg2048.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2048/tlg001/tlg2048.tlg001.1st1K-grc1.xml,prose-historiography,mixed,book|chapter|section,altedition|volume,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2049.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2049/tlg001/tlg2049.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg2050.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2050/tlg001/tlg2050.tlg001.1st1K-grc1.xml,prose-biography,div-based,chapter,,
tlg2057.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2057/tlg002/tlg2057.tlg002.1st1K-grc1.xml,prose-historiography,div-based,book|chapter,,
tlg2058.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2058/tlg001/tlg2058.tlg001.1st1K-grc1.xml,prose-historiography,div-based,chapter|paragraph,,
tlg2115.tlg060.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2115/tlg060/tlg2115.tlg060.opp-grc1.xml,prose-philosophy,mixed,book|chapter|section,altpage1|altpage2,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2115.tlg060.perseus-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2115/tlg060/tlg2115.tlg060.perseus-grc1.xml,prose-philosophy,mixed,book|chapter,pagebreak,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2135.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2135/tlg001/tlg2135.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|fragment|section,,
tlg2136.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2136/tlg001/tlg2136.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg2137.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2137/tlg001/tlg2137.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg2138.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2138/tlg001/tlg2138.tlg001.1st1K-grc1.xml,attic-tragedy,div-based,section,,
tlg2139.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2139/tlg001/tlg2139.tlg001.1st1K-grc1.xml,verse-epigram,div-based,section,,
tlg2140.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2140/tlg001/tlg2140.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg2178.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2178/tlg001/tlg2178.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter|paragraph,,
tlg2178.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2178/tlg002/tlg2178.tlg002.1st1K-grc1.xml,prose-oratory,div-based,section,,
tlg2178.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2178/tlg004/tlg2178.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,fragment|section,,
tlg2189.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2189/tlg003/tlg2189.tlg003.1st1K-grc1.xml,prose-oratory,div-based,section,,
tlg2200.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg001/tlg2200.tlg001.1st1K-grc1.xml,prose-epistolary,div-based,letter|chapter,,
tlg2200.tlg00401.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00401/tlg2200.tlg00401.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00402.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00402/tlg2200.tlg00402.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00403.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00403/tlg2200.tlg00403.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00404.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00404/tlg2200.tlg00404.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00405.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00405/tlg2200.tlg00405.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00406.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00406/tlg2200.tlg00406.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00407.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00407/tlg2200.tlg00407.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00408.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00408/tlg2200.tlg00408.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00409.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00409/tlg2200.tlg00409.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00410.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00410/tlg2200.tlg00410.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00411.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00411/tlg2200.tlg00411.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00426.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00426/tlg2200.tlg00426.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00427.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00427/tlg2200.tlg00427.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00428.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00428/tlg2200.tlg00428.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00429.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00429/tlg2200.tlg00429.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00430.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00430/tlg2200.tlg00430.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00431.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00431/tlg2200.tlg00431.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00432.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00432/tlg2200.tlg00432.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00433.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00433/tlg2200.tlg00433.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00434.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00434/tlg2200.tlg00434.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00435.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00435/tlg2200.tlg00435.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00436.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00436/tlg2200.tlg00436.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00437.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00437/tlg2200.tlg00437.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00438.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00438/tlg2200.tlg00438.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00439.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00439/tlg2200.tlg00439.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00440.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00440/tlg2200.tlg00440.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00441.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00441/tlg2200.tlg00441.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00442.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00442/tlg2200.tlg00442.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00443.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00443/tlg2200.tlg00443.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00444.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00444/tlg2200.tlg00444.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00445.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00445/tlg2200.tlg00445.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00446.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00446/tlg2200.tlg00446.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00447.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00447/tlg2200.tlg00447.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00448.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00448/tlg2200.tlg00448.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00449.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00449/tlg2200.tlg00449.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00450.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00450/tlg2200.tlg00450.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00451.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00451/tlg2200.tlg00451.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00452.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00452/tlg2200.tlg00452.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00453.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00453/tlg2200.tlg00453.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00454.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00454/tlg2200.tlg00454.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00455.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00455/tlg2200.tlg00455.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00456.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00456/tlg2200.tlg00456.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00457.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00457/tlg2200.tlg00457.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00458.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00458/tlg2200.tlg00458.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00459.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00459/tlg2200.tlg00459.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00460.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00460/tlg2200.tlg00460.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00461.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00461/tlg2200.tlg00461.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00462.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00462/tlg2200.tlg00462.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00463.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00463/tlg2200.tlg00463.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00464.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00464/tlg2200.tlg00464.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00501.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00501/tlg2200.tlg00501.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00502.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00502/tlg2200.tlg00502.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00503.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00503/tlg2200.tlg00503.opp-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg2200.tlg00504.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00504/tlg2200.tlg00504.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00505.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00505/tlg2200.tlg00505.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00506.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00506/tlg2200.tlg00506.opp-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg2200.tlg00507.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00507/tlg2200.tlg00507.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00508.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00508/tlg2200.tlg00508.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00509.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00509/tlg2200.tlg00509.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00510.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00510/tlg2200.tlg00510.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00511.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00511/tlg2200.tlg00511.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00512.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00512/tlg2200.tlg00512.opp-grc1.xml,prose-oratory,div-based,chapter,,
